,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE_YEARS
1367,2,1297,2,1,4,0,1,1,2,6,10088450,39
1368,4,2179,3,2,5,1,0,2,1,5,17858980,28
1369,2,996,1,1,3,1,1,0,2,5,9135400,27
1370,2,969,1,1,3,0,2,1,1,6,8646380,39
1371,3,1506,2,1,4,0,2,1,2,1,8576110,23
1372,2,1095,1,1,3,0,1,2,2,4,8367250,19
1373,4,1329,1,1,3,1,2,2,1,5,9840760,19
1374,0,1130,1,1,3,1,2,1,2,4,8461500,5
1375,0,1299,1,1,3,0,0,2,1,5,10651250,35
1376,0,514,1,1,2,0,1,2,0,1,3093500,38
1377,4,1738,2,1,4,0,1,2,2,5,10646500,5
1378,6,1782,1,1,4,0,1,1,2,4,12105050,20
1379,0,749,1,1,2,1,1,1,0,4,5325000,45
1380,2,1267,2,1,4,1,1,1,0,5,9396600,24
1381,0,694,1,1,2,0,0,1,2,2,6936250,35
1382,1,1175,1,1,3,1,2,0,1,5,10732635,29
1383,5,1846,2,1,5,0,0,1,1,5,20244990,42
1384,4,1428,2,1,4,1,0,1,1,4,12964940,7
1385,1,824,1,1,3,1,2,2,1,2,7881135,29
1386,3,1637,2,1,4,1,0,1,2,1,13460460,38
1387,4,2189,3,2,5,1,2,2,2,5,13791820,12
1388,1,1128,1,1,3,1,1,2,0,6,9662810,34
1389,0,1213,1,1,3,0,1,1,1,5,6918250,33
1390,3,1984,3,2,5,1,0,1,2,1,15679400,35
1391,1,680,1,1,2,1,0,0,1,0,8588630,22
1392,3,1508,2,1,4,0,1,0,1,2,6890790,46
1394,5,1538,1,1,4,1,0,2,2,6,19964360,13
1395,6,1723,1,1,4,1,1,1,0,5,12565070,35
1396,2,1161,1,1,3,1,2,0,1,6,10586920,33
1397,3,1676,2,1,4,1,2,2,2,0,9089160,27
1398,6,1749,1,1,4,0,1,1,1,4,11351890,17
1399,4,2199,3,2,5,1,1,1,2,6,12761560,18
1400,2,1101,1,1,3,0,1,0,2,6,8982400,39
1401,1,1240,2,2,4,1,2,1,1,4,10636820,7
1402,1,1266,2,2,4,0,2,1,2,0,8122870,37
1403,2,1021,1,1,3,1,2,1,1,4,9315520,9
1404,3,1713,2,1,4,1,1,1,1,0,7897470,35
1405,3,1563,2,1,4,0,1,2,0,0,5613270,36
1406,2,889,1,1,3,0,0,1,2,6,12146250,14
1407,3,1925,3,2,5,1,2,1,2,1,11055190,27
1408,4,1791,3,2,5,0,1,1,2,5,10434260,22
1409,2,910,1,1,3,1,1,1,1,6,9186250,23
1410,4,2450,4,2,6,0,1,1,2,4,11638240,12
1411,4,1763,2,1,4,1,2,2,1,4,10388400,27
1412,2,1170,1,1,3,0,0,2,1,4,12448500,37
1413,1,1294,2,2,4,1,1,1,2,4,10383300,20
1414,4,1386,2,1,4,1,0,1,1,6,13800700,5
1415,0,1506,2,2,4,1,1,0,0,1,6450250,35
1416,5,1830,2,1,5,0,0,1,2,6,20787310,43
1417,2,744,1,1,2,1,1,0,0,4,6481200,27
1418,2,1298,2,1,4,1,1,1,0,5,9719400,4
1419,5,1615,1,1,4,0,1,0,0,4,9845950,30
1420,4,1964,3,2,5,0,1,1,1,5,10084580,19
1421,2,812,1,1,3,0,1,2,0,5,7226100,10
1422,1,1270,2,2,4,1,0,1,1,1,14569565,11
1423,0,1045,1,1,3,0,1,1,0,0,3574750,35
1424,2,1093,1,1,3,0,1,1,0,6,8750400,11
1425,2,934,1,1,3,0,2,1,0,4,7151680,14
1426,3,1617,2,1,4,0,1,1,0,6,8528890,42
1427,3,1994,3,2,5,0,1,1,0,2,8376880,29
1428,3,1759,2,1,4,1,1,1,2,6,11978830,29
1429,4,1968,3,2,5,1,2,1,2,6,13053180,11
1430,0,785,1,1,2,0,2,1,0,2,4146875,32
1431,3,1956,3,2,5,0,2,1,1,1,9566290,16
1432,0,1042,1,1,3,0,2,1,2,1,5998500,5
1433,5,1566,1,1,4,0,2,1,0,5,11470100,26
1434,4,1380,2,1,4,0,0,2,2,4,12076560,27
1435,0,1047,1,1,3,1,1,2,2,2,6794000,49
1436,2,975,1,1,3,0,1,1,1,5,8074850,10
1437,2,1036,1,1,3,0,1,1,0,6,8313550,16
1438,5,1960,2,1,5,0,2,1,1,4,12976220,36
1439,4,2438,4,2,6,0,1,1,1,5,11871500,5
1440,6,1752,1,1,4,0,2,1,0,4,11987190,24
1441,2,1272,2,1,4,0,2,0,1,4,9065140,26
1442,1,784,1,1,2,0,1,1,2,6,9044045,23
1443,4,2461,4,2,6,0,2,1,2,5,12712980,28
1444,2,911,1,1,3,0,0,2,1,6,11507600,27
1445,4,2330,4,2,6,1,0,1,2,6,19768320,15
1446,3,1673,2,1,4,0,1,0,0,5,8483250,44
1448,3,1966,3,2,5,0,1,1,2,1,9343170,6
1449,0,850,1,1,2,1,0,2,2,0,7039250,46
1450,5,1622,1,1,4,0,1,1,2,4,11308830,24
1451,3,1938,3,2,5,0,1,2,2,6,11554330,33
1452,5,1867,2,1,5,1,1,1,1,5,13507780,23
1453,1,791,1,1,2,1,2,1,0,0,6387040,15
1454,5,1958,2,1,5,0,0,1,0,4,19801690,22
1455,5,1601,1,1,4,0,2,1,2,5,12646540,38
1456,0,1617,2,2,4,1,0,1,2,6,14486250,34
1457,2,1015,1,1,3,0,0,1,1,5,11677750,37
1458,6,1572,1,1,4,1,1,0,2,5,12274630,28
1459,6,1924,2,1,5,0,2,2,1,5,13780460,32
1460,6,1848,2,1,5,0,2,0,1,6,14772160,16
1461,2,1238,2,1,4,1,1,1,2,4,10064150,5
1462,6,1556,1,1,4,1,1,1,0,6,12215170,25
1463,5,1543,1,1,4,1,0,1,0,5,18080410,13
1464,5,1534,1,1,4,0,0,1,1,5,17311570,26
1465,4,1635,2,1,4,0,1,1,1,5,8908220,10
1466,4,1450,2,1,4,1,2,1,2,5,10613220,10
1467,2,1117,1,1,3,0,2,2,1,4,8282640,37
1468,2,953,1,1,3,1,1,1,0,5,8050150,21
1469,2,742,1,1,2,1,1,1,0,5,7439700,13
1470,0,820,1,1,2,1,1,0,0,2,5435750,5
1471,5,1895,2,1,5,1,1,1,2,5,13770420,31
1472,5,1717,1,1,4,1,0,1,1,6,20330350,29
1473,2,790,1,1,2,1,2,1,2,4,8664000,34
1474,3,1885,3,2,5,1,0,1,1,5,16410600,55
1475,3,1749,2,1,4,1,2,2,1,6,12403030,8
1476,0,734,1,1,2,0,1,1,2,5,6702250,18
1477,0,1624,2,2,4,0,1,1,0,0,5383250,23
1478,1,953,1,1,3,1,2,1,1,2,8233645,22
1479,2,967,1,1,3,1,2,0,1,4,8249290,34
1480,2,961,1,1,3,0,1,1,2,5,8720250,19
1481,0,1034,1,1,3,1,2,1,0,2,6117000,26
1482,3,1940,3,2,5,0,1,0,1,6,10771580,9
1483,2,753,1,1,2,0,0,0,2,4,9264900,38
1484,0,755,1,1,2,0,0,1,1,2,6789000,28
1485,5,1971,2,1,5,0,0,0,0,6,21266520,41
1486,2,1026,1,1,3,1,0,2,1,4,12798800,32
1487,0,1375,2,2,4,0,2,1,1,0,5643625,25
1488,0,728,1,1,2,0,1,1,0,0,2939750,33
1489,5,1807,2,1,5,0,2,0,0,5,13003580,26
1490,0,1333,2,2,4,0,0,1,0,4,9718500,6
1491,2,1093,1,1,3,1,1,2,1,5,9491150,24
1492,1,1191,1,1,3,0,2,1,1,1,7741945,23
1493,6,1984,2,1,5,1,2,2,2,5,16766120,5
1494,0,888,1,1,2,1,1,1,2,2,6422750,33
1495,2,1100,1,1,3,1,0,1,2,6,14826000,23
1496,2,1294,2,1,4,1,0,1,2,4,15199400,19
1497,3,1904,3,2,5,0,2,0,1,4,10058510,52
1498,0,1045,1,1,3,1,2,0,1,6,8563875,17
1499,0,1253,1,1,3,0,1,1,1,2,6036750,7
1500,4,1472,2,1,4,0,0,1,2,5,13185700,25
1501,5,1765,1,1,4,0,0,2,2,6,20325440,36
1502,6,1634,1,1,4,1,1,1,2,6,13427670,30
1503,4,1823,3,2,5,1,0,2,2,5,16142300,25
1504,4,2404,4,2,6,1,2,2,1,5,13526040,7
1505,2,985,1,1,3,0,1,2,2,6,9573450,27
1506,2,826,1,1,3,1,1,2,1,6,9140400,20
1507,2,705,1,1,2,0,1,2,1,5,7495700,17
1508,2,987,1,1,3,0,1,1,0,5,7415850,11
1509,4,1625,2,1,4,1,2,1,1,4,10232060,28
1510,3,1729,2,1,4,1,1,2,0,0,7485650,14
1511,5,1791,1,1,4,1,0,1,1,4,20234860,7
1512,2,1019,1,1,3,1,2,2,2,5,10315780,21
1513,2,1212,2,1,4,0,0,1,0,4,12383200,27
1514,1,1234,2,2,4,0,2,2,0,0,7415240,16
1515,0,850,1,1,2,0,2,0,0,0,3561750,7
1516,1,662,1,1,2,1,0,1,2,0,8848105,27
1517,0,1555,2,2,4,0,0,1,0,0,8745500,38
1518,5,1711,1,1,4,1,1,0,0,4,11216030,28
1519,2,1064,1,1,3,1,0,2,0,6,13216400,36
1520,2,816,1,1,3,1,1,1,0,6,8227800,31
1521,1,1252,2,2,4,1,1,0,0,2,8529780,12
1522,3,1917,3,2,5,0,1,0,0,2,8027460,28
1523,2,1013,1,1,3,1,1,2,2,6,10431150,16
1524,2,1080,1,1,3,0,1,1,0,6,8319100,14
1525,0,627,1,1,2,0,2,1,0,6,6231125,10
1526,2,1058,1,1,3,1,0,0,1,4,12197050,26
1527,2,951,1,1,3,0,0,1,2,5,11621350,25
1529,0,575,1,1,2,0,1,2,2,0,3975250,9
1530,2,737,1,1,2,1,0,1,0,4,9455450,27
1531,1,706,1,1,2,0,2,0,1,0,5054675,25
1532,0,1109,1,1,3,0,1,1,2,0,5205500,24
1533,2,1211,2,1,4,0,1,0,2,4,9212250,10
1534,0,1450,2,2,4,0,1,1,2,2,6890250,39
1535,1,1277,2,2,4,0,0,0,2,2,13606320,27
1536,6,1568,1,1,4,0,2,2,2,4,12802880,17
1537,1,995,1,1,3,0,0,2,2,4,12171985,39
1538,0,1304,1,1,3,1,2,1,1,1,6721500,37
1539,0,561,1,1,2,0,1,2,2,2,4703750,34
1540,0,831,1,1,2,0,1,1,2,4,6083250,32
1541,5,1811,2,1,5,1,1,1,2,5,13510040,26
1542,4,1563,2,1,4,0,0,1,1,6,13840180,18
1543,2,1107,1,1,3,0,0,1,2,5,13282450,7
1544,2,910,1,1,3,0,1,0,2,5,7847750,21
1545,6,1512,1,1,4,1,0,2,1,5,18531240,7
1546,2,1061,1,1,3,1,2,1,1,6,10485020,35
1547,3,1851,3,2,5,0,2,0,1,6,11144770,16
1548,5,1655,1,1,4,1,0,1,2,6,20586630,23
1549,0,895,1,1,3,0,1,0,2,2,5437500,48
1550,0,1192,1,1,3,0,2,0,1,6,8629750,8
1551,3,1670,2,1,4,0,2,1,0,4,8147530,39
1552,5,1532,1,1,4,0,1,2,1,5,11301300,24
1553,3,1896,3,2,5,0,2,2,0,4,9911860,13
1554,0,1296,1,1,3,1,2,2,0,1,6537250,11
1555,4,2045,3,2,5,1,0,1,1,5,16957260,13
1556,1,722,1,1,2,0,1,1,1,1,5310935,9
1557,1,637,1,1,2,1,0,2,1,5,10576965,11
1558,3,1519,2,1,4,1,0,2,0,4,12682380,44
1559,0,1107,1,1,3,0,1,1,2,0,4462000,46
1560,5,1788,1,1,4,1,1,2,1,6,13581650,25
1561,0,923,1,1,3,1,0,1,1,0,7346750,13
1562,2,1261,2,1,4,1,1,1,1,4,9822750,20
1563,6,1773,1,1,4,0,2,1,2,6,14101250,33
1564,2,1104,1,1,3,1,2,2,1,4,9718230,5
1565,2,883,1,1,3,0,1,1,0,6,7781350,36
1566,0,1639,2,2,4,1,2,1,0,4,8793625,38
1567,0,910,1,1,3,0,2,2,1,2,5602750,50
1568,0,1572,2,2,4,1,2,1,0,0,6714500,48
1569,4,1854,3,2,5,1,2,1,1,4,10948060,8
1570,0,1219,1,1,3,1,2,1,0,1,5943875,35
1571,1,1033,1,1,3,1,1,1,1,2,8023795,32
1572,1,861,1,1,3,1,1,0,1,1,7587075,4
1573,2,963,1,1,3,1,1,1,1,4,7944000,36
1574,3,1537,2,1,4,0,2,2,2,0,7468400,44
1575,0,1579,2,2,4,0,0,2,1,0,9343500,46
1576,6,1925,2,1,5,1,1,0,1,4,12688340,27
1577,0,1584,2,2,4,0,0,1,0,2,10495250,10
1578,6,1829,2,1,5,1,1,1,1,6,14229060,7
1579,3,1761,2,1,4,0,0,1,0,0,11360310,52
1580,0,1204,1,1,3,1,2,1,0,4,7452250,20
1581,2,1165,1,1,3,0,1,1,0,6,8196250,38
1582,2,1109,1,1,3,0,1,0,1,5,8713900,18
1583,2,818,1,1,3,1,0,2,1,4,11752250,7
1584,6,1600,1,1,4,0,1,0,2,6,12213120,11
1585,0,1170,1,1,3,0,2,1,1,6,8322500,28
1586,2,1288,2,1,4,0,1,1,0,6,8935000,28
1587,5,1598,1,1,4,1,1,1,2,6,13358600,24
1588,2,722,1,1,2,0,2,2,1,4,6494240,33
1589,2,798,1,1,2,0,1,2,0,5,6486150,25
1590,0,933,1,1,3,1,0,2,2,1,8745000,20
1591,2,1086,1,1,3,1,0,0,1,5,14021800,4
1592,4,1952,3,2,5,0,1,1,1,4,9671160,28
1593,2,1052,1,1,3,0,2,1,1,4,7871490,35
1594,3,1786,2,1,4,0,0,1,1,4,14205080,14
1595,0,1652,2,2,4,0,2,1,1,0,7014500,8
1596,0,1607,2,2,4,1,1,1,1,0,6227250,45
1597,2,1229,2,1,4,0,1,2,0,4,7946950,25
1598,6,1902,2,1,5,0,0,2,1,4,20181980,29
1599,3,1677,2,1,4,0,0,2,2,0,12695370,26
1600,2,979,1,1,3,1,1,1,0,5,8959150,8
1601,1,655,1,1,2,0,0,0,0,4,7924640,35
1602,2,947,1,1,3,1,0,0,1,5,11867800,39
1603,3,1882,3,2,5,0,0,0,1,0,12402070,51
1604,2,963,1,1,3,1,1,1,0,5,8260400,16
1605,2,1055,1,1,3,1,0,1,0,4,12069000,20
1606,0,1390,2,2,4,0,2,1,0,2,5940500,39
1607,3,1599,2,1,4,1,2,1,0,0,7989570,31
1608,0,1591,2,2,4,0,1,0,1,6,8791000,21
1609,0,1265,1,1,3,1,0,0,1,2,10027000,24
1610,1,870,1,1,3,1,0,2,1,2,11111010,34
1611,1,1122,1,1,3,1,2,2,0,1,8599095,12
1612,1,613,1,1,2,1,2,1,1,2,6703210,34
1613,3,1670,2,1,4,1,1,0,1,0,8153390,12
1614,4,1338,2,1,4,0,0,2,2,5,12846980,9
1615,4,1319,1,1,3,0,2,1,1,4,7826780,30
1616,4,1710,2,1,4,1,1,1,1,6,10978140,7
1617,5,1938,2,1,5,1,1,0,0,4,11802180,44
1618,0,1058,1,1,3,1,2,1,0,6,8388500,17
1619,2,1251,2,1,4,0,0,2,2,5,14239850,34
1620,5,1710,1,1,4,0,0,1,2,4,18299980,39
1621,1,617,1,1,2,0,2,1,1,1,4917940,36
1622,1,916,1,1,3,0,2,2,2,0,6177070,38
1623,2,1027,1,1,3,0,1,0,0,6,7671200,36
1624,1,1223,2,2,4,0,2,2,0,0,6897450,29
1625,4,1422,2,1,4,1,0,1,1,6,13940580,19
1626,2,1081,1,1,3,1,0,2,0,4,12370100,26
1627,3,1603,2,1,4,1,0,1,2,2,14102650,25
1628,5,1762,1,1,4,1,2,1,1,5,14682580,16
1629,1,1219,2,2,4,0,1,1,0,2,7400260,23
1630,4,1953,3,2,5,1,1,1,1,4,10288980,29
1631,0,1208,1,1,3,0,2,1,2,1,6377750,20
1632,0,849,1,1,2,1,0,1,1,0,6312750,37
1633,0,522,1,1,2,0,1,2,2,1,4362750,17
1634,0,1610,2,2,4,0,0,1,2,5,12520250,31
1635,4,1945,3,2,5,1,1,1,2,4,10834460,23
1636,1,884,1,1,3,1,2,1,0,6,9426345,23
1637,0,668,1,1,2,0,1,2,2,4,5232500,49
1638,0,740,1,1,2,0,1,2,1,4,5283000,32
1639,1,1158,1,1,3,1,2,1,2,4,10416480,32
1640,3,1840,3,2,5,1,0,2,2,2,15715370,46
1641,2,829,1,1,3,1,1,1,2,6,9179950,33
1642,5,1650,1,1,4,0,0,1,0,4,17115030,29
1643,5,1663,1,1,4,0,2,1,2,5,12869560,21
1644,3,1913,3,2,5,0,1,1,0,0,7030720,15
1645,3,1963,3,2,5,0,1,1,1,1,8636980,8
1646,6,1806,2,1,5,0,2,1,1,6,14638800,21
1647,3,1630,2,1,4,0,1,2,2,0,7279480,24
1648,0,1016,1,1,3,0,1,1,2,0,4473750,33
1649,6,1823,2,1,5,1,0,0,0,6,20527770,26
1650,2,1185,1,1,3,0,0,2,0,4,12387700,30
1651,0,1478,2,2,4,0,1,0,0,0,4458750,49
1652,2,875,1,1,3,1,1,0,2,5,8537500,26
1653,4,2087,3,2,5,1,1,2,2,4,11552700,4
1654,5,1970,2,1,5,1,1,0,1,5,13703500,10
1655,3,1645,2,1,4,1,0,1,0,4,13920600,10
1656,6,1856,2,1,5,0,0,1,1,4,19550620,41
1657,3,1782,2,1,4,1,0,1,2,4,16068640,31
1658,0,1465,2,2,4,1,1,2,1,0,6397000,33
1659,4,2439,4,2,6,0,1,1,2,4,11119720,25
1660,4,1693,2,1,4,0,2,2,2,6,11431660,10
1661,5,1737,1,1,4,0,2,1,1,4,12793250,21
1662,0,1111,1,1,3,1,1,2,2,6,8631250,40
1663,4,2485,4,2,6,0,0,2,1,5,18984160,8
1664,3,1568,2,1,4,1,2,1,2,6,12415670,11
1665,0,512,1,1,2,0,0,1,2,1,5244500,25
1666,2,958,1,1,3,0,0,2,0,4,10720550,9
1667,6,1565,1,1,4,1,0,1,2,6,19685020,30
1668,4,1706,2,1,4,1,0,1,1,4,14400140,27
1669,3,1616,2,1,4,1,1,1,1,6,10094160,53
1670,5,1531,1,1,4,0,0,1,1,5,17480550,20
1671,5,1636,1,1,4,1,2,1,2,4,13380530,19
1672,4,1997,3,2,5,1,0,1,1,4,16469500,15
1673,2,915,1,1,3,1,2,1,1,4,8133300,37
1674,1,1046,1,1,3,0,0,1,0,2,10760220,28
1675,4,1465,2,1,4,0,1,1,2,6,10148180,9
1676,4,1399,2,1,4,1,2,1,2,6,10695340,28
1677,2,1126,1,1,3,0,2,0,2,4,8882720,17
1678,0,1368,2,2,4,0,1,2,1,4,6774750,37
1679,2,709,1,1,2,0,1,1,0,5,6435300,14
1680,6,1550,1,1,4,0,1,0,1,5,11109230,19
1681,3,1882,3,2,5,1,0,1,1,0,14239220,16
1682,5,1538,1,1,4,1,1,1,2,4,11312920,36
1683,3,1881,3,2,5,0,0,1,1,4,14495770,41
1684,1,641,1,1,2,0,0,1,1,5,9947855,16
1685,5,1912,2,1,5,0,1,1,1,4,12364840,17
1686,2,1194,1,1,3,1,0,1,2,4,13683650,34
1687,0,1502,2,2,4,1,1,0,2,5,9328250,31
1688,5,1649,1,1,4,0,0,0,2,5,18803650,10
1689,0,854,1,1,2,0,1,2,2,6,7581750,5
1690,4,2388,4,2,6,1,1,2,1,4,12014520,6
1691,0,1381,2,2,4,0,1,1,2,4,8286250,5
1692,2,838,1,1,3,1,0,1,2,6,12194550,36
1693,4,1684,2,1,4,1,0,2,1,5,14994840,22
1694,5,1740,1,1,4,1,1,1,2,5,13695970,31
1695,6,1918,2,1,5,1,0,1,0,5,20747530,43
1696,0,669,1,1,2,0,2,1,0,5,5110125,36
1697,2,965,1,1,3,0,2,1,2,6,9625300,26
1698,3,1899,3,2,5,0,1,1,1,1,8433410,18
1699,3,1553,2,1,4,0,1,0,0,2,6766430,18
1700,0,976,1,1,3,1,1,1,1,4,6895500,18
1701,5,1628,1,1,4,0,1,2,2,5,12651550,10
1702,2,894,1,1,3,1,2,2,1,5,9038780,27
1703,5,1734,1,1,4,0,1,0,0,4,10497580,24
1704,0,662,1,1,2,0,0,2,0,2,5073500,50
1705,1,994,1,1,3,0,0,2,2,0,10834880,11
1706,2,1033,1,1,3,0,0,1,0,6,11718800,28
1707,0,1462,2,2,4,0,1,0,0,0,4361500,29
1708,5,1662,1,1,4,1,0,0,0,5,19074830,14
1709,4,1865,3,2,5,0,1,2,2,4,9859360,18
1710,0,1042,1,1,3,1,2,0,1,0,5265250,38
1711,2,828,1,1,3,0,2,1,0,5,7553060,22
1712,2,850,1,1,3,0,1,1,1,4,7123750,9
1713,0,1562,2,2,4,1,0,1,0,4,11359000,47
1714,4,1425,2,1,4,1,1,2,2,4,9762100,5
1715,5,1813,2,1,5,0,2,2,0,5,12370550,42
1716,3,1973,3,2,5,0,1,1,2,1,8962970,45
1717,5,1558,1,1,4,0,1,1,1,4,10841760,13
1718,3,1702,2,1,4,1,1,1,0,6,10140700,25
1719,6,1781,1,1,4,0,0,1,0,4,17959010,38
1720,6,1538,1,1,4,1,0,0,1,4,17749320,20
1721,3,1906,3,2,5,1,0,1,1,4,16602700,5
1722,5,1782,1,1,4,1,2,1,1,6,14980260,20
1723,1,848,1,1,3,1,0,1,1,4,11476830,21
1724,2,737,1,1,2,1,0,1,0,5,10276200,15
1725,6,1512,1,1,4,1,2,0,1,6,13737610,10
1726,4,1956,3,2,5,1,1,1,1,5,11373920,6
1727,4,1402,2,1,4,0,0,1,2,6,13085580,18
1728,2,779,1,1,2,1,2,1,1,4,7574830,39
1729,5,1625,1,1,4,0,2,1,2,4,12085470,41
1730,5,1724,1,1,4,0,2,0,1,4,12337540,16
1731,4,2277,4,2,6,1,2,1,2,5,13310520,28
1732,6,1692,1,1,4,1,2,1,1,5,13669910,29
1733,2,1184,1,1,3,1,0,1,0,6,13860650,26
1734,0,657,1,1,2,0,2,0,0,2,3643875,43
1735,2,942,1,1,3,0,1,1,0,5,7766550,17
1736,3,1535,2,1,4,1,0,1,2,5,14211850,40
1737,2,966,1,1,3,1,0,1,1,6,13231850,27
1738,0,1294,1,1,3,1,2,1,0,6,9160750,22
1739,4,2042,3,2,5,1,2,1,1,4,11848520,14
1740,1,1110,1,1,3,1,2,1,2,0,8561060,24
1741,2,819,1,1,3,1,1,1,1,4,8131900,21
1742,2,1132,1,1,3,0,0,1,1,6,13709700,14
1743,1,900,1,1,3,1,2,1,2,5,10128440,36
1744,4,2486,4,2,6,1,0,1,2,4,19615980,19
1745,0,896,1,1,3,1,0,1,0,0,6765500,9
1746,3,1749,2,1,4,1,0,2,2,4,15388610,43
1747,2,1252,2,1,4,1,0,1,1,5,14902450,19
1748,2,1234,2,1,4,0,0,1,1,6,13822150,37
1749,4,2306,4,2,6,1,1,1,1,4,11319280,24
1750,2,814,1,1,3,0,2,1,2,6,8890930,25
1751,2,878,1,1,3,0,2,2,2,6,9209360,18
1752,2,1053,1,1,3,0,0,1,2,6,13217400,20
1753,6,1809,2,1,5,0,0,1,1,5,20034510,13
1754,5,1871,2,1,5,0,2,2,2,6,14904220,32
1755,2,802,1,1,3,1,0,0,0,4,9721700,38
1756,2,1191,1,1,3,1,1,0,2,5,9894050,22
1757,1,1025,1,1,3,0,2,2,2,6,10843610,33
1758,4,1392,2,1,4,0,0,1,1,5,12286360,8
1759,4,2499,4,2,6,1,2,1,1,4,13397920,7
1760,0,1290,1,1,3,1,1,0,2,5,8700500,26
1761,5,1760,1,1,4,1,0,2,1,5,20346350,20
1762,2,1279,2,1,4,0,2,0,1,5,9795730,21
1763,2,816,1,1,3,0,0,1,2,4,10008100,30
1764,6,1904,2,1,5,0,0,0,2,4,20838520,26
1765,4,1502,2,1,4,0,0,1,1,4,12614460,13
1766,2,922,1,1,3,1,2,1,1,4,8634640,14
1767,6,1781,1,1,4,0,0,1,1,5,20518750,10
1768,1,645,1,1,2,1,0,1,1,1,8793480,11
1769,2,1142,1,1,3,0,0,1,0,6,12807300,22
1770,6,1674,1,1,4,0,1,2,0,4,10410130,44
1771,1,781,1,1,2,0,0,1,2,4,11157780,11
1772,1,1274,2,2,4,0,2,2,0,4,9335050,10
1773,0,687,1,1,2,0,2,2,0,5,5913625,18
1774,6,1886,2,1,5,0,2,2,2,5,14671170,22
1775,6,1598,1,1,4,1,0,1,2,6,20024110,33
1776,0,593,1,1,2,1,1,1,0,6,6474250,13
1777,5,1815,2,1,5,0,0,1,0,6,19814280,14
1778,0,1121,1,1,3,0,2,1,1,2,5849125,30
1779,2,1182,1,1,3,0,2,1,1,6,10097940,7
1780,5,1864,2,1,5,0,2,0,0,6,12867590,40
1781,4,2125,3,2,5,0,0,1,2,5,16656560,28
1782,2,955,1,1,3,0,1,1,2,6,9743700,6
1783,3,1625,2,1,4,0,0,1,1,4,13718940,16
1784,2,864,1,1,3,1,0,0,1,6,12556650,7
1785,2,1183,1,1,3,1,2,1,2,4,10453960,14
1786,0,938,1,1,3,0,1,2,2,1,4918500,46
1787,0,1040,1,1,3,1,1,0,1,5,7600500,37
1788,2,849,1,1,3,1,0,1,1,5,11650600,36
1789,0,914,1,1,3,1,2,2,0,4,6688000,23
1790,0,1156,1,1,3,1,1,0,2,5,8947750,9
1791,2,830,1,1,3,1,0,1,0,5,10858850,23
1792,4,1655,2,1,4,0,1,1,2,6,9843580,29
1793,4,1693,2,1,4,1,1,1,1,5,10021800,20
1794,2,1014,1,1,3,1,0,0,2,5,13091650,22
1795,2,1148,1,1,3,0,1,0,2,4,8179150,32
1796,4,2453,4,2,6,0,2,2,2,6,13729040,19
1797,4,2167,3,2,5,0,2,1,1,6,12477240,24
1798,0,1404,2,2,4,1,2,1,2,4,9146500,19
1799,6,1545,1,1,4,0,2,0,2,6,13986920,5
1800,3,1634,2,1,4,1,1,1,0,4,8177900,54
1801,2,1268,2,1,4,1,1,1,2,6,10982650,18
1802,4,1682,2,1,4,1,2,1,2,6,12239160,5
1803,3,1787,2,1,4,0,2,1,1,4,9640180,48
1804,0,1337,2,2,4,1,2,0,2,2,7953125,35
1805,1,695,1,1,2,1,2,1,1,0,6149410,13
1806,5,1930,2,1,5,0,1,1,2,6,13060780,44
1807,2,1042,1,1,3,1,2,2,2,5,10581040,18
1808,6,1613,1,1,4,0,0,1,1,4,17538420,6
1809,0,1270,1,1,3,1,1,0,2,5,8953500,22
1810,2,997,1,1,3,1,0,0,2,4,12056200,39
1811,2,726,1,1,2,0,1,0,0,5,6280650,11
1812,3,1853,3,2,5,0,2,1,0,4,10017780,9
1813,3,1591,2,1,4,0,1,1,1,2,8353830,19
1814,5,1980,2,1,5,0,2,0,2,5,14332790,32
1815,4,2226,4,2,6,1,1,1,1,5,11670400,30
1816,1,808,1,1,3,0,0,0,1,6,11949085,19
1817,0,1376,2,2,4,0,1,1,0,6,8105250,18
1818,6,1868,2,1,5,0,0,1,2,4,20033450,40
1819,0,1311,1,1,3,0,1,1,1,4,6532250,28
1820,1,805,1,1,3,1,2,2,2,2,8934405,26
1821,2,706,1,1,2,0,2,2,1,6,7818970,33
1822,0,1464,2,2,4,0,2,0,1,0,6272750,5
1823,1,648,1,1,2,0,0,1,2,6,10374210,34
1824,3,1917,3,2,5,1,1,0,0,6,11081520,5
1825,1,1018,1,1,3,1,2,2,0,4,9213320,7
1826,5,1694,1,1,4,1,0,2,1,4,18855250,35
1827,2,1112,1,1,3,1,0,2,0,5,13363650,35
1828,0,950,1,1,3,1,1,2,0,4,6408750,17
1829,1,1282,2,2,4,1,1,1,0,6,10934170,18
1830,3,1639,2,1,4,0,1,2,2,0,7016840,37
1831,4,1501,2,1,4,1,2,1,1,6,10681680,23
1832,2,765,1,1,2,0,1,1,0,4,5737000,19
1833,5,1765,1,1,4,0,1,1,2,6,13668850,20
1834,0,1518,2,2,4,1,2,0,0,0,6597000,29
1835,4,2417,4,2,6,0,1,1,2,5,11436120,26
1836,0,1070,1,1,3,1,1,2,1,0,5046750,48
